age,income,employment_years,credit_score,loan_amount,debt_to_income,existing_loans,home_ownership,loan_purpose,Default
39,59348.66,0.8,850.0,12734.89,0.19,0,OWN,business,0
63,72401.35,1.3,647.0,12593.12,0.22,0,RENT,education,0
61,64913.64,4.1,538.0,5324.18,0.102,0,RENT,business,0
49,58008.38,7.2,,18111.83,0.272,0,MORTGAGE,business,0
26,62299.22,4.8,692.0,17011.79,0.215,1,OWN,home_improvement,1
45,103068.31,1.3,784.0,13445.85,0.057,0,MORTGAGE,medical,1
44,53847.62,0.0,603.0,8953.67,0.176,0,RENT,education,1
45,59021.98,7.1,523.0,23389.66,0.425,3,RENT,business,1
36,76013.09,21.1,715.0,28243.26,0.404,2,OWN,business,0
36,77110.52,8.3,540.0,11131.51,0.138,5,MORTGAGE,debt_consolidation,1
26,78740.61,3.1,615.0,10102.66,0.07,1,OWN,medical,0
57,67774.6,11.7,629.0,18929.66,0.245,1,MORTGAGE,home_improvement,1
41,32139.9,2.6,644.0,12135.76,0.435,1,RENT,education,0
24,87668.63,3.7,705.0,13884.82,0.134,1,MORTGAGE,business,0
54,32073.09,3.2,595.0,20917.23,0.659,1,RENT,education,0
48,61052.71,3.0,628.0,1000.0,-0.037,0,RENT,home_improvement,0
58,39914.48,7.5,649.0,25546.42,0.657,1,OWN,medical,0
61,53717.23,3.7,662.0,15581.44,0.267,1,OWN,debt_consolidation,0
48,61575.25,1.9,658.0,11708.05,0.242,0,RENT,medical,0
37,61427.14,1.5,685.0,14286.13,0.271,2,RENT,debt_consolidation,1
34,63438.42,,718.0,14699.43,0.207,1,OWN,education,1
27,87274.23,4.4,681.0,1150.39,0.007,0,OWN,medical,0
42,64070.69,1.3,686.0,26959.51,0.393,1,RENT,medical,0
21,50116.87,0.8,523.0,15330.61,0.235,2,RENT,medical,0
49,74281.74,5.3,654.0,18544.02,0.207,1,RENT,home_improvement,0
51,78789.41,5.7,688.0,22612.4,0.297,1,MORTGAGE,education,0
50,30447.84,7.0,708.0,6830.7,0.241,0,MORTGAGE,debt_consolidation,0
35,66948.0,3.5,595.0,18787.78,0.288,2,OWN,medical,1
38,69023.45,11.2,,12858.87,0.171,1,MORTGAGE,education,0
55,49048.73,13.8,604.0,21774.17,0.491,2,MORTGAGE,home_improvement,0
50,82514.14,8.2,693.0,1000.0,0.015,0,RENT,home_improvement,0
54,51998.89,5.0,733.0,14207.25,0.308,1,RENT,education,0
62,57511.53,1.8,617.0,10177.43,0.088,1,MORTGAGE,debt_consolidation,0
31,51538.56,20.4,723.0,18458.1,0.162,1,OWN,education,0
47,55311.58,1.6,660.0,18760.35,0.353,1,MORTGAGE,education,0
44,33074.5,1.1,640.0,9338.99,0.211,3,MORTGAGE,business,0
55,26198.98,,633.0,9302.61,0.344,2,OWN,home_improvement,0
59,86890.1,0.3,710.0,14114.68,0.147,0,RENT,debt_consolidation,0
28,38060.77,19.2,676.0,7826.86,0.285,4,RENT,business,0
38,35172.15,4.4,832.0,21735.87,0.638,2,RENT,education,0
33,15000.0,4.1,582.0,12046.34,0.811,2,RENT,home_improvement,1
65,42220.77,5.3,691.0,1000.0,0.066,2,OWN,business,0
44,28538.2,3.4,608.0,12001.42,0.439,1,RENT,business,1
43,87840.3,0.2,580.0,6691.65,0.053,3,RENT,debt_consolidation,0
32,75196.34,4.7,649.0,1949.79,0.08,0,OWN,education,0
69,41236.99,6.3,661.0,5100.59,0.068,0,RENT,debt_consolidation,0
50,100048.72,2.7,850.0,15875.27,0.175,1,OWN,business,0
51,74635.31,7.1,635.0,25629.13,0.266,1,OWN,business,0
48,48503.37,1.3,560.0,17505.48,0.371,1,OWN,debt_consolidation,1
42,15000.0,1.3,672.0,10147.97,0.686,1,MORTGAGE,business,0
64,100818.85,0.9,484.0,18647.23,0.269,0,RENT,medical,1
48,27208.55,2.3,643.0,11327.28,0.338,1,RENT,home_improvement,0
33,22092.03,9.4,651.0,9443.2,0.397,1,MORTGAGE,education,1
45,75451.41,8.8,714.0,5765.1,0.118,5,OWN,home_improvement,0
64,103795.05,,728.0,1000.0,0.026,1,MORTGAGE,education,0
66,82685.46,4.4,610.0,11880.61,0.153,2,RENT,business,0
27,66278.18,6.4,638.0,16264.43,0.198,2,MORTGAGE,debt_consolidation,0
65,66895.09,1.4,589.0,14227.01,0.183,2,MORTGAGE,debt_consolidation,1
26,72068.31,0.9,560.0,11672.26,0.224,2,OWN,business,0
44,70178.57,17.9,675.0,7434.03,0.103,1,RENT,education,0
39,60623.83,4.8,548.0,19865.97,0.346,2,MORTGAGE,business,0
39,57084.02,19.9,617.0,4462.94,0.072,0,MORTGAGE,education,0
56,53748.14,2.1,570.0,21208.22,0.335,1,MORTGAGE,business,0
29,39920.71,6.1,694.0,6982.26,0.222,2,RENT,business,1
68,49386.5,1.3,794.0,8980.52,0.207,1,MORTGAGE,business,0
56,21140.86,1.5,546.0,3265.72,0.27,3,RENT,debt_consolidation,0
58,53033.21,3.6,502.0,10988.78,0.156,4,RENT,education,1
60,35228.18,1.9,640.0,22802.5,0.688,2,OWN,business,1
49,32928.21,,651.0,19125.02,0.515,1,RENT,home_improvement,1
44,58597.88,1.5,667.0,22827.38,0.397,0,MORTGAGE,home_improvement,0
68,82840.05,0.2,614.0,19177.14,0.28,0,OWN,debt_consolidation,1
25,73366.33,6.1,634.0,6170.64,-0.019,0,RENT,medical,0
62,23589.99,3.4,679.0,12353.69,0.513,1,MORTGAGE,debt_consolidation,0
65,35207.44,0.5,733.0,8758.41,0.221,0,MORTGAGE,medical,0
46,73815.42,0.9,494.0,25644.6,0.312,0,RENT,debt_consolidation,0
34,35350.25,0.5,620.0,5425.69,0.173,0,OWN,home_improvement,0
59,50507.34,4.7,667.0,22149.58,0.495,0,RENT,business,0
49,66001.04,0.5,577.0,22143.63,0.329,4,OWN,education,1
26,35633.11,7.0,788.0,29636.96,0.842,0,RENT,business,0
27,57107.51,0.1,599.0,11722.51,0.211,0,RENT,home_improvement,0
57,28319.49,1.4,647.0,20698.58,0.731,1,RENT,education,1
38,42972.65,11.1,694.0,33253.21,0.719,1,MORTGAGE,medical,0
43,61395.64,6.3,,10058.87,0.219,0,OWN,medical,0
64,23140.13,0.4,502.0,2719.68,0.132,5,OWN,home_improvement,1
58,63809.49,8.6,616.0,1000.0,0.035,1,RENT,education,1
21,54607.24,3.4,732.0,20701.7,0.339,2,OWN,business,0
24,66049.8,9.4,623.0,1000.0,-0.008,3,RENT,home_improvement,0
64,59478.28,4.6,582.0,12021.45,0.193,2,RENT,medical,0
67,82282.81,5.7,724.0,18498.51,0.148,0,OWN,home_improvement,0
55,57504.49,25.2,624.0,16481.4,0.202,1,RENT,business,0
43,46411.89,,609.0,18403.56,0.366,1,RENT,debt_consolidation,0
47,57445.95,4.9,662.0,16778.32,0.318,2,OWN,debt_consolidation,0
46,65865.96,3.1,712.0,25230.93,0.35,0,MORTGAGE,business,0
28,55977.2,0.2,841.0,7381.47,0.081,1,RENT,education,0
63,55811.83,0.1,716.0,9584.04,0.131,2,RENT,home_improvement,0
36,40960.17,0.6,743.0,8818.72,0.193,2,RENT,business,0
61,41741.98,5.2,610.0,21641.53,0.501,0,MORTGAGE,debt_consolidation,0
23,26947.89,4.2,568.0,22203.19,0.932,0,MORTGAGE,medical,1
52,89991.53,4.0,655.0,18609.8,0.26,2,OWN,business,0
25,30122.74,0.2,659.0,24467.95,0.864,1,MORTGAGE,business,1
40,41141.9,3.2,564.0,5575.67,0.194,2,OWN,business,1
34,40631.85,12.9,636.0,28337.79,0.647,2,MORTGAGE,debt_consolidation,1
52,72898.49,2.5,682.0,27185.91,0.312,2,RENT,debt_consolidation,0
46,49101.01,4.9,679.0,20884.98,0.37,0,RENT,business,0
67,79954.84,7.6,690.0,29254.39,0.433,1,OWN,business,1
26,41530.19,7.7,673.0,1747.01,0.015,2,RENT,education,0
56,60579.88,,609.0,10804.41,0.116,1,OWN,medical,0
60,38293.06,9.8,609.0,9117.57,0.217,3,RENT,home_improvement,0
25,97902.98,2.5,554.0,20771.83,0.2,2,OWN,home_improvement,0
33,31248.03,11.0,793.0,6598.87,0.225,3,RENT,home_improvement,0
52,61196.41,1.4,651.0,21059.96,0.357,0,RENT,debt_consolidation,0
36,67675.54,1.6,632.0,25964.29,0.342,1,MORTGAGE,debt_consolidation,0
21,63275.98,0.3,576.0,20561.62,0.359,1,MORTGAGE,education,0
33,51294.25,7.9,850.0,17270.01,0.305,0,MORTGAGE,debt_consolidation,0
31,52403.59,2.7,564.0,7097.01,0.128,0,MORTGAGE,business,0
28,55876.23,1.3,616.0,8225.19,0.182,2,MORTGAGE,medical,0
45,52059.96,1.3,683.0,24996.95,0.448,1,OWN,medical,0
60,74277.58,11.6,698.0,21234.79,0.257,3,RENT,medical,0
52,99210.46,9.0,727.0,14687.84,0.178,1,RENT,medical,0
44,43850.16,4.0,795.0,11656.72,0.223,4,RENT,home_improvement,0
48,27603.94,4.8,690.0,1000.0,0.017,1,MORTGAGE,home_improvement,0
34,53234.36,3.2,566.0,6433.18,0.149,1,RENT,business,1
65,106594.19,2.5,629.0,30291.35,0.387,3,MORTGAGE,education,0
23,38926.51,12.4,675.0,4756.36,0.152,0,OWN,debt_consolidation,0
56,87782.34,0.7,815.0,16515.84,0.212,1,MORTGAGE,debt_consolidation,0
47,88554.02,2.7,538.0,23059.55,0.287,3,RENT,home_improvement,1
40,43928.24,2.1,746.0,4960.62,0.059,0,RENT,medical,0
67,66379.66,3.4,664.0,16477.68,0.254,4,MORTGAGE,business,0
35,87567.93,3.1,717.0,22503.32,0.255,0,RENT,education,0
47,47417.45,3.7,,15099.99,0.335,3,RENT,home_improvement,1
65,50928.39,0.8,583.0,37947.22,0.751,0,RENT,business,1
61,43366.38,3.6,710.0,1651.21,0.057,2,RENT,business,1
48,34704.87,1.4,702.0,23469.83,0.661,1,RENT,home_improvement,1
45,42014.45,1.0,728.0,13617.59,0.327,1,OWN,business,0
62,30521.19,0.3,649.0,21175.36,0.632,1,OWN,medical,1
64,55681.67,7.2,602.0,18530.46,0.317,1,OWN,business,0
66,39600.54,2.8,525.0,9134.75,0.3,1,RENT,education,1
53,59675.72,4.9,716.0,16831.97,0.298,0,MORTGAGE,business,0
66,23882.09,6.5,684.0,1000.0,0.041,4,MORTGAGE,debt_consolidation,0
34,61617.6,5.7,573.0,19825.98,0.417,1,RENT,business,0
28,71670.58,3.2,607.0,17385.27,0.175,0,RENT,home_improvement,0
68,15125.29,2.5,613.0,20109.28,1.274,1,RENT,debt_consolidation,1
34,62481.13,2.4,531.0,23464.95,0.461,1,MORTGAGE,home_improvement,0
21,79553.38,5.1,585.0,17940.96,0.228,1,MORTGAGE,education,0
36,30807.18,3.4,559.0,16184.72,0.513,0,MORTGAGE,medical,0
38,88451.45,9.5,617.0,7951.45,0.03,1,RENT,education,0
27,63380.38,10.4,591.0,9302.23,0.169,2,OWN,debt_consolidation,0
35,40899.76,,520.0,24493.88,0.626,3,RENT,medical,1
44,53884.62,0.7,812.0,26490.68,0.437,1,RENT,business,0
69,66166.54,5.0,750.0,13095.12,0.191,0,OWN,debt_consolidation,0
33,56520.11,1.8,588.0,15368.02,0.255,1,RENT,medical,0
29,65775.12,0.1,672.0,7763.09,0.131,1,MORTGAGE,home_improvement,0
35,36586.53,11.0,683.0,24382.05,0.61,1,OWN,medical,0
55,58387.22,1.3,745.0,20323.33,0.411,1,MORTGAGE,home_improvement,0
44,26725.71,13.2,585.0,30529.74,1.188,0,RENT,home_improvement,1
53,52775.48,,737.0,7973.42,0.133,0,MORTGAGE,medical,0
36,36921.85,7.2,606.0,11975.94,0.314,0,MORTGAGE,education,0
28,40289.4,1.1,543.0,16851.57,0.411,2,MORTGAGE,education,1
49,79721.86,1.3,708.0,20171.92,0.214,0,MORTGAGE,home_improvement,0
43,76826.2,3.7,753.0,13274.66,0.151,2,MORTGAGE,debt_consolidation,0
65,67182.76,0.9,850.0,8016.31,0.106,2,OWN,medical,0
51,33153.74,1.8,554.0,22051.26,0.746,3,RENT,debt_consolidation,1
60,48671.83,1.9,706.0,20769.08,0.474,1,MORTGAGE,education,1
69,79261.95,0.9,617.0,7669.81,0.143,4,MORTGAGE,debt_consolidation,0
34,57834.34,1.1,713.0,25843.54,0.465,0,MORTGAGE,business,0
50,101386.59,7.8,532.0,24361.59,0.184,1,OWN,business,1
59,62866.36,,549.0,16074.37,0.254,1,RENT,education,1
47,58840.98,0.1,588.0,15636.78,0.314,2,MORTGAGE,debt_consolidation,0
67,48817.67,5.0,656.0,19432.46,0.335,0,MORTGAGE,medical,1
36,57670.82,18.6,599.0,8106.38,0.172,3,RENT,education,0
26,51950.6,2.0,703.0,15240.25,0.409,0,RENT,business,0
53,69162.17,0.6,732.0,1000.0,0.068,1,OWN,education,0
64,74134.05,4.2,698.0,22011.65,0.368,2,RENT,debt_consolidation,1
38,39280.21,,780.0,2508.05,0.075,1,RENT,debt_consolidation,0
36,28375.34,7.7,683.0,27027.36,1.001,2,RENT,debt_consolidation,1
32,18275.89,4.9,553.0,12359.04,0.64,1,MORTGAGE,home_improvement,1
40,65159.83,1.9,759.0,13306.66,0.244,1,RENT,debt_consolidation,0
65,32932.67,3.9,602.0,9978.13,0.336,2,OWN,business,0
60,15000.0,0.5,723.0,12695.69,0.861,0,MORTGAGE,business,0
49,62771.57,5.7,776.0,26348.25,0.486,1,MORTGAGE,home_improvement,0
50,104859.99,6.5,687.0,1000.0,-0.017,2,MORTGAGE,business,0
46,54878.58,16.8,530.0,25215.72,0.45,0,OWN,business,0
42,71769.82,1.5,577.0,17704.19,0.251,0,MORTGAGE,education,1
53,56636.59,0.1,756.0,5343.83,0.043,1,RENT,debt_consolidation,0
59,53022.21,3.9,,6397.5,0.132,1,MORTGAGE,education,0
67,73381.53,6.1,656.0,28411.14,0.301,6,OWN,education,0
49,49194.51,7.8,711.0,7435.94,0.204,0,RENT,business,0
42,60347.85,1.1,706.0,5773.2,0.098,0,OWN,medical,0
65,61433.96,1.5,672.0,24098.52,0.366,2,RENT,debt_consolidation,1
33,41638.19,3.6,633.0,17708.42,0.384,3,MORTGAGE,medical,0
29,74840.85,2.0,625.0,7496.6,0.088,2,RENT,business,1
44,51500.8,9.8,719.0,16733.0,0.359,1,OWN,home_improvement,0
35,39885.1,3.2,694.0,6793.98,0.198,0,RENT,education,0
56,65730.2,8.0,,23806.57,0.327,3,RENT,business,1
33,37030.64,4.3,737.0,23490.97,0.592,1,MORTGAGE,business,0
47,55563.62,7.4,640.0,19256.05,0.379,0,MORTGAGE,medical,1
64,54817.62,2.0,582.0,17893.29,0.29,1,MORTGAGE,home_improvement,0
57,76717.91,8.9,589.0,29089.5,0.382,0,RENT,education,0
27,64493.96,,572.0,14997.49,0.239,1,RENT,home_improvement,1
28,54499.46,3.9,628.0,5545.01,0.117,3,OWN,home_improvement,0
57,71355.33,1.2,749.0,18595.79,0.304,1,OWN,home_improvement,0
61,82804.15,3.2,586.0,31688.38,0.32,2,RENT,debt_consolidation,0
34,66156.21,1.9,665.0,6881.92,0.008,2,MORTGAGE,home_improvement,0
32,55207.05,1.6,597.0,12108.3,0.191,1,RENT,business,0
56,28763.28,17.1,629.0,18331.57,0.727,0,RENT,debt_consolidation,1
60,33697.73,0.9,529.0,14568.76,0.533,1,RENT,debt_consolidation,0
37,48895.51,7.7,632.0,7141.57,0.238,2,OWN,home_improvement,1
60,42809.76,20.7,635.0,23974.86,0.55,1,MORTGAGE,business,0
49,51260.57,0.1,693.0,33560.33,0.566,0,OWN,education,1
47,56133.0,6.0,668.0,16569.05,0.178,0,OWN,home_improvement,0
21,65593.86,1.5,554.0,7767.45,0.088,1,RENT,debt_consolidation,1
54,53590.02,0.2,737.0,2608.32,0.039,1,MORTGAGE,education,0
24,64730.03,2.6,667.0,17063.81,0.329,2,MORTGAGE,education,0
44,56289.49,13.7,666.0,23831.02,0.467,1,MORTGAGE,debt_consolidation,0
41,15490.67,0.1,649.0,18801.34,1.225,0,RENT,education,1
53,36213.29,4.4,609.0,14980.77,0.369,1,OWN,business,1
27,52118.25,3.5,667.0,10285.83,0.149,0,OWN,business,0
21,30806.11,10.3,688.0,6262.69,0.216,0,MORTGAGE,home_improvement,0
61,66998.57,0.4,,21678.01,0.358,1,MORTGAGE,home_improvement,1
23,85615.02,5.7,607.0,22310.17,0.28,0,MORTGAGE,education,0
64,79375.24,5.7,630.0,2634.16,-0.019,1,RENT,debt_consolidation,0
35,50731.14,5.5,670.0,27718.71,0.579,2,MORTGAGE,business,0
51,84814.52,14.3,745.0,19592.57,0.252,3,OWN,medical,1
36,57973.35,8.7,588.0,26196.76,0.398,3,MORTGAGE,home_improvement,0
30,48258.28,0.2,610.0,4262.98,0.049,0,OWN,business,0
49,42731.95,3.2,609.0,4073.41,0.13,2,RENT,education,0
26,48950.61,2.5,586.0,13808.25,0.27,3,OWN,business,0
49,47236.46,1.9,622.0,19022.28,0.482,2,RENT,business,1
37,58408.32,3.0,712.0,29370.89,0.528,1,RENT,education,1
42,58211.48,2.4,566.0,20648.63,0.33,1,MORTGAGE,home_improvement,0
44,55060.92,2.8,684.0,13058.55,0.237,0,RENT,home_improvement,0
37,63738.76,19.4,514.0,6789.05,0.11,2,RENT,medical,0
41,78812.93,0.5,605.0,24840.0,0.279,0,RENT,medical,0
31,73991.08,12.8,624.0,7282.36,0.053,1,OWN,home_improvement,0
27,25302.04,3.3,784.0,28027.75,1.143,1,MORTGAGE,home_improvement,1
62,15000.0,4.9,628.0,12724.92,0.891,2,RENT,home_improvement,1
59,73686.4,8.9,474.0,27724.66,0.406,0,RENT,home_improvement,0
25,27662.43,2.2,490.0,20431.45,0.814,3,MORTGAGE,business,1
64,50504.69,2.8,653.0,13904.04,0.248,1,MORTGAGE,medical,0
68,31597.74,2.6,699.0,10844.83,0.427,0,RENT,education,0
41,18960.39,2.3,680.0,12272.74,0.602,0,MORTGAGE,debt_consolidation,0
38,65829.25,13.0,663.0,18426.53,0.229,1,MORTGAGE,education,0
55,70183.1,8.8,743.0,15617.25,0.135,4,MORTGAGE,debt_consolidation,0
40,43469.79,0.6,607.0,10249.51,0.213,1,OWN,business,0
35,15000.0,0.6,722.0,13674.95,0.886,0,MORTGAGE,medical,0
25,44075.11,2.8,519.0,15628.62,0.381,1,RENT,debt_consolidation,1
33,62836.08,0.5,578.0,1000.0,0.028,3,RENT,home_improvement,1
32,25421.77,4.8,505.0,18665.34,0.675,1,RENT,business,1
41,58667.2,0.8,628.0,7162.23,0.102,1,OWN,debt_consolidation,0
57,54693.8,3.7,646.0,5773.34,0.087,1,MORTGAGE,home_improvement,1
26,66585.83,0.0,659.0,1501.25,-0.066,0,OWN,business,1
27,57391.61,1.9,655.0,1000.0,-0.032,1,RENT,debt_consolidation,0
46,35538.62,5.7,576.0,4156.42,0.078,1,OWN,home_improvement,0
62,78931.43,3.3,635.0,9327.83,0.19,1,OWN,medical,1
68,51829.41,19.1,530.0,30626.07,0.6,0,MORTGAGE,business,0
28,54453.91,10.4,759.0,10792.96,0.231,2,OWN,debt_consolidation,0
29,36334.64,2.2,626.0,16422.0,0.377,0,OWN,home_improvement,0
47,46134.35,0.2,611.0,18203.85,0.454,1,MORTGAGE,medical,0
24,37303.95,9.3,777.0,16048.52,0.495,1,MORTGAGE,home_improvement,0
41,51541.08,12.1,551.0,14380.45,0.179,1,OWN,medical,0
51,89234.17,8.6,560.0,5437.65,0.026,1,RENT,debt_consolidation,0
41,27561.98,0.7,562.0,26607.42,0.99,4,MORTGAGE,home_improvement,1
60,22728.77,30.9,,29457.57,1.328,0,MORTGAGE,home_improvement,1
45,84423.41,1.5,685.0,1538.73,-0.016,0,MORTGAGE,education,0
59,50813.53,6.4,709.0,6807.77,0.119,1,MORTGAGE,business,0
35,41618.55,11.9,850.0,12761.52,0.277,0,MORTGAGE,home_improvement,0
55,75798.09,1.3,470.0,7283.7,0.102,1,MORTGAGE,medical,0
69,42887.69,11.9,699.0,19047.72,0.504,0,MORTGAGE,business,0
63,91520.19,1.9,605.0,9173.82,0.062,0,RENT,debt_consolidation,0
61,68558.52,18.7,,32320.45,0.521,1,OWN,business,0
57,45241.77,1.7,600.0,24524.39,0.503,2,OWN,education,1
62,98146.16,15.3,577.0,16700.59,0.128,0,RENT,debt_consolidation,0
67,42885.7,0.3,785.0,23215.89,0.582,1,MORTGAGE,home_improvement,0
48,69841.91,6.2,717.0,23847.2,0.388,1,MORTGAGE,debt_consolidation,1
34,60985.85,3.8,652.0,10488.42,0.215,0,MORTGAGE,debt_consolidation,0
24,81034.83,3.2,758.0,8470.26,0.039,2,MORTGAGE,education,0
40,86230.22,1.3,529.0,15625.14,0.158,2,RENT,medical,0
54,55640.08,6.1,544.0,21893.09,0.435,3,MORTGAGE,debt_consolidation,1
32,39931.64,1.1,476.0,16112.48,0.406,0,OWN,medical,0
53,64199.44,4.0,594.0,2384.03,-0.017,3,RENT,business,0
44,41445.69,1.5,663.0,8577.4,0.23,1,RENT,education,0
40,95267.74,15.6,658.0,14408.22,0.115,1,MORTGAGE,home_improvement,0
25,57730.71,0.1,662.0,14394.68,0.339,3,OWN,debt_consolidation,0
58,47693.57,1.1,537.0,30780.34,0.723,0,MORTGAGE,medical,1
50,58693.61,1.4,714.0,3912.1,0.097,1,OWN,debt_consolidation,0
44,28057.47,2.7,669.0,19044.71,0.747,1,RENT,education,1
63,35567.72,1.3,709.0,26912.9,0.76,2,RENT,home_improvement,1
60,79008.28,3.4,499.0,33171.6,0.458,2,RENT,business,1
27,41862.11,10.3,675.0,11764.82,0.355,3,MORTGAGE,business,0
56,34061.78,6.2,555.0,18931.44,0.568,1,RENT,medical,1
58,65733.06,4.3,618.0,19558.08,0.285,0,MORTGAGE,business,0
36,78714.08,0.5,693.0,16563.85,0.125,1,MORTGAGE,medical,0
35,69379.07,5.9,657.0,14209.24,0.201,3,MORTGAGE,home_improvement,0
66,74920.95,0.9,582.0,18487.8,0.288,2,OWN,debt_consolidation,1
43,39864.1,7.7,651.0,1000.0,0.072,0,MORTGAGE,education,0
32,26563.79,1.4,527.0,20456.56,0.795,2,RENT,home_improvement,1
49,85026.67,2.7,742.0,16009.42,0.161,3,RENT,home_improvement,0
64,48546.4,2.2,634.0,13220.2,0.173,1,RENT,business,0
68,49983.34,9.8,739.0,31374.9,0.603,1,MORTGAGE,business,1
35,81563.88,0.7,608.0,9600.53,0.102,2,RENT,education,0
49,66124.6,4.2,608.0,11775.39,0.162,3,OWN,debt_consolidation,1
65,64117.76,0.8,589.0,30932.43,0.513,2,RENT,home_improvement,0
63,98300.05,6.1,720.0,8343.51,0.184,2,RENT,business,0
69,42129.64,11.8,593.0,10599.08,0.258,1,RENT,home_improvement,0
41,73556.8,2.9,702.0,13823.8,0.177,0,MORTGAGE,debt_consolidation,0
35,56140.26,3.3,619.0,21725.88,0.374,0,OWN,medical,0
34,60371.85,13.1,492.0,16662.42,0.282,1,MORTGAGE,debt_consolidation,0
62,85569.37,3.7,604.0,4659.0,0.013,2,MORTGAGE,home_improvement,0
64,65156.72,3.3,556.0,10742.65,0.171,1,MORTGAGE,home_improvement,1
36,65765.92,4.3,653.0,10141.16,0.177,0,OWN,education,0
35,76450.15,5.8,555.0,14382.23,0.199,3,OWN,home_improvement,0
62,47700.95,0.6,724.0,18406.75,0.409,3,OWN,business,0
24,38215.81,8.6,643.0,18345.65,0.502,3,OWN,education,1
47,34103.82,2.9,636.0,1000.0,-0.059,1,MORTGAGE,home_improvement,0
43,15672.87,0.4,702.0,23511.53,1.532,1,OWN,debt_consolidation,0
49,96124.14,7.7,727.0,17020.55,0.144,0,MORTGAGE,home_improvement,0
61,32935.83,2.4,648.0,26076.26,0.737,1,MORTGAGE,debt_consolidation,1
29,50574.93,0.5,588.0,18553.59,0.312,0,RENT,debt_consolidation,0
63,49463.73,5.0,508.0,23810.58,0.503,1,MORTGAGE,home_improvement,0
63,61148.13,10.6,595.0,18732.36,0.295,3,RENT,debt_consolidation,0
27,71314.74,10.9,601.0,25769.81,0.277,2,OWN,medical,0
62,72209.47,15.8,659.0,19178.01,0.289,2,MORTGAGE,education,0
24,43338.45,10.1,,14216.68,0.256,0,MORTGAGE,home_improvement,0
25,51657.57,0.0,705.0,33179.48,0.649,0,RENT,medical,0
25,60651.6,2.4,601.0,22112.3,0.377,1,RENT,debt_consolidation,0
31,50026.18,8.5,645.0,19589.96,0.436,0,RENT,debt_consolidation,0
61,87146.91,2.3,745.0,4789.56,0.144,1,RENT,education,0
48,64819.5,4.6,677.0,4693.54,0.004,1,MORTGAGE,medical,0
36,69697.56,4.7,645.0,17341.72,0.246,1,MORTGAGE,medical,0
61,68257.63,2.3,602.0,16164.17,0.223,1,MORTGAGE,home_improvement,0
50,78469.48,11.7,599.0,10087.02,0.15,2,MORTGAGE,debt_consolidation,0
24,58620.43,3.5,582.0,16127.86,0.286,3,RENT,business,1
22,29063.36,3.1,607.0,27709.02,0.936,1,RENT,home_improvement,1
66,62993.76,30.0,710.0,20563.22,0.304,0,RENT,home_improvement,0
23,41972.86,3.4,632.0,5871.93,0.084,3,MORTGAGE,home_improvement,0
41,44427.67,1.0,542.0,14107.93,0.367,1,MORTGAGE,education,0
26,66727.28,3.6,791.0,8560.27,0.151,0,MORTGAGE,education,0
63,79765.66,,676.0,11898.4,0.195,0,RENT,home_improvement,0
38,55425.43,,537.0,11691.07,0.195,1,RENT,business,0
64,61176.66,,615.0,11178.84,0.15,2,MORTGAGE,medical,0
25,89044.3,6.2,659.0,4958.92,0.002,0,RENT,medical,0
29,59815.06,1.5,786.0,13978.76,0.252,3,MORTGAGE,debt_consolidation,0
40,107033.66,9.9,561.0,10515.14,0.046,1,RENT,medical,0
48,66310.19,11.2,728.0,1000.0,0.108,3,RENT,medical,0
46,19784.74,1.1,762.0,31423.78,1.523,1,MORTGAGE,business,1
38,70066.83,0.7,600.0,23710.16,0.352,0,RENT,medical,1
39,62623.17,18.6,628.0,11989.59,0.27,2,MORTGAGE,business,0
23,80795.06,10.1,567.0,15150.55,0.217,0,MORTGAGE,education,0
29,68463.63,11.2,634.0,5626.77,0.091,1,OWN,business,0
56,52230.88,10.9,647.0,28565.78,0.498,0,MORTGAGE,education,0
51,30514.04,3.9,703.0,30178.31,0.92,0,OWN,business,1
69,50819.53,5.2,737.0,16253.55,0.358,2,RENT,home_improvement,0
37,37989.59,3.9,590.0,23188.25,0.686,1,MORTGAGE,education,1
43,43389.53,0.3,493.0,16402.29,0.356,1,OWN,education,1
54,66771.57,6.8,648.0,4306.2,0.008,3,RENT,medical,0
61,88398.09,3.5,673.0,11705.41,0.01,1,MORTGAGE,education,0
61,62893.43,5.2,670.0,16055.42,0.206,1,OWN,business,1
25,31082.34,3.5,624.0,11363.62,0.36,0,MORTGAGE,home_improvement,0
35,63892.05,3.4,660.0,13250.77,0.287,2,MORTGAGE,home_improvement,0
67,78932.63,0.9,771.0,14268.8,0.214,3,OWN,medical,0
23,42804.34,1.6,681.0,14352.97,0.351,1,OWN,business,0
39,52319.66,0.9,620.0,15418.07,0.275,4,OWN,business,0
48,55293.76,1.1,610.0,6515.16,0.089,0,OWN,debt_consolidation,0
23,39302.03,18.1,636.0,9263.87,0.306,0,MORTGAGE,education,0
58,67965.61,0.8,781.0,4723.33,0.08,1,MORTGAGE,medical,0
24,52581.04,1.6,635.0,22822.52,0.329,1,RENT,home_improvement,1
44,63390.65,4.5,648.0,1000.0,-0.018,3,OWN,debt_consolidation,0
51,37250.16,4.7,611.0,24228.72,0.608,0,MORTGAGE,business,0
65,46250.83,0.8,738.0,26090.8,0.537,2,OWN,education,0
65,69447.63,7.9,807.0,12582.56,0.209,0,MORTGAGE,home_improvement,0
